date,river-level
12/08/2010,6.9970212766
12/09/2010,7.0529787234
12/10/2010,7.1411827957
12/11/2010,6.9263157895
12/12/2010,6.7644791667
12/13/2010,6.5840229885
12/14/2010,6.6367368421
12/15/2010,7.3361052632
12/16/2010,6.9328125
12/17/2010,6.0857894737
12/18/2010,5.6733333333
12/19/2010,4.9821875
12/20/2010,4.641954023
12/22/2010,4.6082105263
12/23/2010,4.0727083333
12/24/2010,3.5404166667
12/25/2010,3.3623157895
12/26/2010,3.3641666667
12/27/2010,3.4047368421
12/28/2010,3.3510416667
12/29/2010,3.2553125
12/30/2010,3.1869473684
12/31/2010,3.346
01/01/2011,5.6167708333
01/02/2011,5.7633684211
01/03/2011,4.6480208333
01/04/2011,4.2634736842
01/05/2011,3.9622105263
01/06/2011,3.7041666667
01/07/2011,3.4897916667
01/08/2011,3.3611458333
01/09/2011,3.684
01/10/2011,3.4385263158
01/11/2011,3.4117708333
01/14/2011,4.4994791667
01/15/2011,4.2513541667
01/16/2011,3.8183333333
01/17/2011,2.7733333333
01/18/2011,2.4173684211
01/19/2011,2.9998947368
01/20/2011,3.4239583333
01/22/2011,3.1710526316
01/23/2011,3.8679166667
01/24/2011,3.3050526316
01/25/2011,2.8054736842
01/26/2011,3.60875
01/27/2011,3.2533684211
01/28/2011,2.7251041667
01/29/2011,2.6255208333
01/30/2011,2.6642708333
01/31/2011,2.7631521739
02/01/2011,2.9985416667
02/02/2011,4.1496842105
02/04/2011,3.7397894737
02/05/2011,4.5689583333
02/06/2011,4.1759375
02/07/2011,3.2692708333
02/08/2011,2.7928421053
02/09/2011,2.616875
02/10/2011,2.674375
02/12/2011,3.581875
02/13/2011,3.5242105263
02/14/2011,3.7235416667
02/15/2011,4.8414736842
02/16/2011,6.2038541667
02/17/2011,9.0290526316
02/18/2011,11.0892708333
02/19/2011,14.0542553191
02/20/2011,14.8936842105
02/21/2011,15.8289583333
02/22/2011,15.7274736842
02/23/2011,14.3568421053
02/24/2011,13.3178125
02/25/2011,14.7256842105
02/26/2011,15.5689583333
02/27/2011,14.8480208333
02/28/2011,15.4953125
03/01/2011,17.6503157895
03/02/2011,18.2317894737
03/03/2011,16.7534375
03/04/2011,15.172
03/05/2011,16.0812631579
03/06/2011,15.2654736842
03/07/2011,14.4275789474
03/08/2011,13.8090625
03/09/2011,15.2473684211
03/10/2011,14.8145833333
03/11/2011,14.3376041667
03/13/2011,13.0021978022
03/14/2011,12.4957291667
03/15/2011,13.7297894737
03/16/2011,15.1674736842
03/17/2011,14.4953125
03/18/2011,13.1822105263
03/19/2011,11.9733684211
03/20/2011,11.7755208333
03/21/2011,11.7413684211
03/22/2011,11.5359574468
03/23/2011,11.3177083333
03/24/2011,11.3530107527
03/25/2011,11.5727083333
03/26/2011,11.8002105263
03/27/2011,12.2455789474
03/28/2011,12.7487368421
03/29/2011,12.7227083333
03/30/2011,12.3589583333
03/31/2011,12.0942105263
04/01/2011,12.1996842105
04/02/2011,12.0357291667
04/03/2011,11.4961052632
04/04/2011,11.2152631579
04/05/2011,11.0261052632
04/06/2011,10.7926041667
04/07/2011,10.4076041667
04/08/2011,9.9376842105
04/09/2011,9.7870526316
04/10/2011,9.7579166667
04/11/2011,10.7658333333
04/12/2011,11.3378947368
04/13/2011,10.6214893617
04/14/2011,9.7195789474
04/15/2011,9.3766666667
04/16/2011,10.4771578947
04/17/2011,12.170625
04/18/2011,13.6426315789
04/19/2011,14.56125
04/20/2011,15.0120833333
04/21/2011,15.0345263158
04/22/2011,15.8186315789
04/23/2011,17.5523958333
04/24/2011,18.1358947368
04/25/2011,18.6122105263
04/26/2011,18.8282291667
04/27/2011,19.074
04/28/2011,19.28
04/29/2011,20.0748958333
04/30/2011,19.9053191489
05/01/2011,18.135212766
05/02/2011,16.1548958333
05/03/2011,14.0514736842
05/04/2011,13.2269473684
05/05/2011,13.1141666667
05/06/2011,12.8841666667
05/07/2011,12.5678125
05/08/2011,12.4941052632
05/09/2011,12.1673958333
05/10/2011,11.8090217391
05/11/2011,12.100625
05/12/2011,13.2082105263
05/13/2011,13.3591666667
05/14/2011,15.1105208333
05/15/2011,15.6666666667
05/16/2011,15.4116842105
05/17/2011,15.33875
05/18/2011,14.9588541667
05/19/2011,14.6226315789
05/20/2011,16.0456842105
05/21/2011,18.2135416667
05/22/2011,19.1004210526
05/23/2011,20.6041489362
05/24/2011,19.3036170213
05/25/2011,18.3020833333
05/26/2011,20.4962105263
05/27/2011,22.3363157895
05/28/2011,22.8008333333
05/30/2011,21.5503157895
05/31/2011,19.9066666667
06/01/2011,19.1655789474
06/02/2011,19.0364210526
06/03/2011,19.0737894737
06/04/2011,19.1623958333
06/05/2011,19.7452631579
06/07/2011,20.1142105263
06/08/2011,19.7385416667
06/09/2011,19.5857291667
06/10/2011,19.599375
06/11/2011,19.5982105263
06/12/2011,19.4586315789
06/13/2011,19.1745263158
06/14/2011,18.6247916667
06/15/2011,18.4323157895
06/17/2011,18.0489583333
06/18/2011,18.0949473684
06/19/2011,18.2871578947
06/20/2011,18.4341052632
06/21/2011,18.4222916667
06/22/2011,18.4729166667
06/23/2011,18.0027083333
06/24/2011,17.8855208333
06/25/2011,17.7078947368
06/26/2011,17.7708333333
06/27/2011,18.36
06/28/2011,19.8450526316
06/29/2011,20.8558947368
06/30/2011,21.4254736842
07/01/2011,21.7249473684
07/02/2011,22.0090625
07/03/2011,22.1965263158
07/04/2011,22.1804210526
07/05/2011,21.7238947368
07/06/2011,21.6275789474
07/07/2011,21.7570526316
07/08/2011,21.6416666667
07/09/2011,21.4441052632
07/10/2011,21.439375
07/11/2011,21.3847368421
07/12/2011,21.3173958333
07/13/2011,21.3149473684
07/14/2011,21.0357446809
07/15/2011,20.8357291667
07/16/2011,20.7186170213
07/17/2011,20.6253684211
07/18/2011,20.3803125
07/19/2011,20.1830526316
07/20/2011,20.0140625
07/21/2011,19.7685263158
07/22/2011,19.6613829787
07/23/2011,19.7508421053
07/24/2011,19.6584375
07/25/2011,19.5097894737
07/26/2011,19.501875
07/27/2011,19.4730526316
07/28/2011,19.4370526316
07/29/2011,19.5012631579
07/30/2011,19.6025263158
07/31/2011,19.6824210526
08/01/2011,19.75
08/02/2011,19.8133333333
08/03/2011,19.8247368421
08/04/2011,19.7834736842
08/05/2011,19.5706593407
08/06/2011,19.4169791667
08/07/2011,19.3242105263
08/08/2011,19.2283157895
08/09/2011,19.1106315789
08/10/2011,18.9651578947
08/11/2011,18.8072916667
08/12/2011,18.6836170213
08/13/2011,18.566
08/14/2011,18.5287368421
08/15/2011,18.3852083333
08/18/2011,18.1711578947
08/19/2011,18.1356842105
08/20/2011,18.4014583333
08/21/2011,18.8151041667
08/22/2011,18.6969473684
08/23/2011,18.9294791667
08/24/2011,19.2648421053
08/25/2011,19.4227368421
08/26/2011,19.39
08/27/2011,18.9368421053
08/28/2011,18.6251578947
08/29/2011,18.3189583333
08/30/2011,17.98875
08/31/2011,17.6174736842
09/01/2011,17.2184210526
09/03/2011,16.6930526316
09/04/2011,16.2349473684
09/06/2011,15.4965263158
09/07/2011,15.2377083333
09/08/2011,14.9028125
09/09/2011,14.5343157895
09/10/2011,14.1266666667
09/11/2011,13.7746315789
09/12/2011,13.5330208333
09/13/2011,13.4495789474
09/14/2011,13.7364583333
09/15/2011,13.0560416667
09/16/2011,12.7797916667
09/17/2011,12.5941052632
09/18/2011,12.5150526316
09/19/2011,12.5582291667
09/20/2011,12.5350526316
09/21/2011,12.5633333333
09/22/2011,12.6531578947
09/23/2011,12.6269473684
09/24/2011,12.5616666667
09/25/2011,12.598125
09/26/2011,12.6369473684
09/27/2011,12.6278125
09/28/2011,12.5529166667
09/29/2011,12.3994736842
09/30/2011,12.1890625
10/01/2011,11.9904210526
10/02/2011,11.7986315789
10/03/2011,11.50375
10/04/2011,11.1509473684
10/05/2011,10.694375
10/06/2011,10.1735789474
10/07/2011,9.6378947368
10/08/2011,9.1367708333
10/09/2011,8.609375
10/10/2011,8.0659375
10/11/2011,7.6065263158
10/12/2011,7.2971875
10/13/2011,7.0486315789
10/14/2011,6.8548421053
10/15/2011,6.7008333333
10/16/2011,6.6313684211
10/17/2011,6.6725263158
10/20/2011,6.4585263158
10/21/2011,6.4328421053
10/22/2011,6.3008421053
10/23/2011,6.1161702128
10/24/2011,5.9822826087
10/25/2011,5.8570212766
10/26/2011,5.9592631579
10/27/2011,5.9838709677
10/28/2011,5.8253684211
10/29/2011,5.7489583333
10/30/2011,5.7
10/31/2011,5.6222105263
11/02/2011,5.5556842105
11/03/2011,5.6122916667
11/04/2011,5.7012631579
11/05/2011,5.7561052632
11/06/2011,5.8847
11/07/2011,5.9074725275
11/08/2011,5.8907291667
11/09/2011,6.4485106383
11/10/2011,7.4427173913
11/11/2011,7.9720833333
11/12/2011,7.7522580645
11/13/2011,7.5610526316
11/14/2011,7.2910526316
11/15/2011,6.9488505747
11/16/2011,6.7118478261
11/17/2011,6.5388421053
11/18/2011,6.3952083333
11/19/2011,6.2693684211
11/21/2011,6.094673913
11/22/2011,6.0865168539
11/23/2011,6.0715957447
11/24/2011,6.182688172
11/25/2011,6.0977894737
11/26/2011,6.0788172043
11/27/2011,6.2395833333
11/29/2011,7.0705263158
11/30/2011,6.8445833333
12/01/2011,6.3824175824
12/02/2011,6.1395833333
12/03/2011,6.0519148936
12/04/2011,5.9831578947
12/05/2011,5.9049473684
12/06/2011,6.1802105263
12/07/2011,6.7969473684
12/08/2011,7.4515625
12/09/2011,7.5666666667
12/11/2011,6.5444210526
12/12/2011,6.3773958333
12/13/2011,6.3121505376
12/14/2011,6.2820652174
12/15/2011,6.3
12/16/2011,6.6412765957
12/17/2011,7.4201052632
12/18/2011,8.1236458333
12/19/2011,8.2955789474
12/20/2011,8.9853684211
12/21/2011,10.6015625
12/22/2011,11.1429473684
12/23/2011,10.3474736842
12/24/2011,9.0268421053
12/25/2011,7.9754166667
12/26/2011,6.8523157895
12/27/2011,6.1685416667
12/28/2011,6.3786315789
12/29/2011,6.2982291667
12/30/2011,6.423125
12/31/2011,6.5654736842
01/01/2012,5.9460416667
01/02/2012,4.9774736842
01/03/2012,4.6288421053
01/04/2012,4.4610526316
01/05/2012,4.3691666667
01/06/2012,4.3015789474
01/07/2012,4.1666315789
01/08/2012,4.1055208333
01/09/2012,4.0470833333
01/10/2012,3.9297894737
01/11/2012,3.7159782609
01/12/2012,3.6141666667
01/13/2012,3.7126041667
01/14/2012,4.034375
01/15/2012,4.1213684211
01/16/2012,3.7241666667
01/17/2012,3.4051041667
01/20/2012,4.3004210526
01/21/2012,4.8748958333
01/22/2012,4.6677083333
02/02/2012,3.6765263158
02/03/2012,3.7601052632
02/04/2012,5.8452083333
02/05/2012,6.8778125
02/06/2012,7.1492708333
02/07/2012,7.9255208333
02/08/2012,8.355
02/09/2012,7.4885416667
02/10/2012,7.1214736842
02/11/2012,6.6335443038
02/12/2012,6.0871875
02/13/2012,5.5513541667
02/14/2012,5.8350526316
02/15/2012,5.6448421053
02/16/2012,5.4427083333
02/17/2012,6.0449473684
02/18/2012,5.9235416667
02/19/2012,5.7423157895
02/20/2012,5.2088541667
02/21/2012,4.8876842105
02/22/2012,4.7842708333
02/23/2012,4.5656842105
02/24/2012,4.6478947368
02/25/2012,4.6289473684
02/26/2012,4.5765625
02/27/2012,4.8351578947
02/28/2012,5.022
02/29/2012,5.6658333333
03/02/2012,4.9256842105
03/03/2012,5.5660416667
03/04/2012,5.6352631579
03/05/2012,5.3281052632
03/06/2012,5.230625
03/07/2012,5.2120833333
03/08/2012,5.2031578947
03/09/2012,5.155625
03/10/2012,4.9908333333
03/11/2012,5.0393406593
03/12/2012,5.0973958333
03/13/2012,4.9882291667
03/14/2012,5.3212631579
03/15/2012,6.8052631579
03/16/2012,8.15
03/17/2012,8.5039583333
03/18/2012,9.2656842105
03/19/2012,7.7847916667
03/20/2012,6.4074736842
03/21/2012,6.6889333333
03/23/2012,17.4475789474
03/24/2012,17.8733684211
03/25/2012,17.935
03/26/2012,17.8329473684
03/27/2012,16.4369791667
03/28/2012,13.6137894737
03/29/2012,12.3057894737
03/30/2012,12.0472916667
03/31/2012,12.7742105263
04/01/2012,13.9824210526
04/02/2012,13.8038541667
04/03/2012,13.3980434783
04/04/2012,12.6927368421
04/05/2012,11.5975789474
04/06/2012,10.6609375
04/07/2012,9.83625
04/08/2012,9.2557291667
04/10/2012,9.2432631579
04/11/2012,8.8746875
04/12/2012,8.2257291667
04/13/2012,7.9171875
04/14/2012,10.1014736842
04/15/2012,16.0857291667
04/16/2012,15.4793684211
04/17/2012,14.4027083333
04/18/2012,13.9654736842
04/19/2012,15.8480208333
04/20/2012,14.1078021978
04/21/2012,12.1586315789
04/22/2012,10.7655208333
04/23/2012,9.7011458333
04/24/2012,8.8459375
04/25/2012,8.1522105263
04/26/2012,7.6751578947
04/27/2012,7.2930208333
04/28/2012,6.9445263158
04/29/2012,6.6454736842
04/30/2012,8.1138541667
05/01/2012,11.8705263158
05/02/2012,13.2279166667
05/03/2012,12.3452083333
05/04/2012,11.3086458333
05/05/2012,11.6405263158
05/06/2012,11.8118947368
05/07/2012,12.3244791667
05/08/2012,12.6301052632
05/09/2012,13.0139583333
05/11/2012,12.2789473684
05/12/2012,11.0777894737
05/13/2012,9.694375
05/14/2012,9.0271578947
05/15/2012,8.5309473684
05/16/2012,7.9743157895
05/17/2012,7.2111578947
05/18/2012,7.1683333333
05/19/2012,7.6787368421
05/20/2012,8.0233333333
05/21/2012,7.37
05/22/2012,6.260625
05/23/2012,5.758125
05/24/2012,5.4661052632
05/25/2012,5.2522916667
05/26/2012,5.2212631579
05/27/2012,5.2595833333
05/28/2012,6.1701052632
05/29/2012,6.1311458333
05/30/2012,5.2687368421
05/31/2012,5.1365263158
06/01/2012,5.2813541667
06/02/2012,5.4430526316
06/03/2012,5.6505263158
06/04/2012,6.0255789474
06/05/2012,6.3934736842
06/06/2012,6.4865217391
06/07/2012,6.22
06/08/2012,5.89
06/09/2012,5.6477083333
06/10/2012,5.3728421053
06/11/2012,5.1382105263
06/12/2012,4.9438541667
06/13/2012,4.8617708333
06/14/2012,4.8855789474
06/15/2012,4.7573684211
06/16/2012,4.6308510638
06/17/2012,4.7315789474
06/18/2012,4.5111578947
06/19/2012,4.3033333333
06/20/2012,4.3771578947
06/21/2012,5.0759574468
06/22/2012,5.2978125
06/23/2012,4.8694736842
06/24/2012,4.5777083333
06/25/2012,4.5608333333
06/26/2012,4.4383157895
06/27/2012,4.6657894737
06/28/2012,4.7071578947
06/29/2012,4.4369791667
06/30/2012,4.786
07/01/2012,4.7375789474
07/02/2012,4.3503125
07/03/2012,3.9303157895
07/04/2012,3.5442857143
07/05/2012,3.3746875
07/06/2012,3.2726595745
07/07/2012,3.1928421053
07/08/2012,3.3412765957
07/09/2012,3.3744210526
07/10/2012,3.0795833333
07/11/2012,2.7966666667
07/12/2012,2.6673684211
07/13/2012,2.6270833333
07/14/2012,2.6923157895
07/15/2012,2.6279166667
07/16/2012,2.5426041667
07/18/2012,2.6268421053
07/19/2012,2.5761702128
07/20/2012,2.5061458333
07/21/2012,2.5456382979
07/22/2012,2.5602105263
07/23/2012,2.4673958333
07/24/2012,2.399893617
07/25/2012,2.4167368421
07/26/2012,2.5410526316
07/27/2012,2.4027083333
07/28/2012,2.3350526316
07/29/2012,2.3436842105
07/30/2012,2.3555208333
07/31/2012,2.3696842105
08/01/2012,2.3216666667
08/02/2012,2.3553125
08/03/2012,2.320212766
08/04/2012,2.3193684211
08/05/2012,2.3853125
08/06/2012,2.3234782609
08/07/2012,2.3341935484
08/08/2012,2.2927659574
08/09/2012,2.2905263158
08/10/2012,2.2474736842
08/11/2012,2.2157894737
08/12/2012,2.1572043011
08/13/2012,2.1651041667
08/14/2012,2.1898947368
08/15/2012,2.2162105263
08/17/2012,2.4493684211
08/18/2012,2.3188421053
08/19/2012,2.2425
08/20/2012,2.2370833333
08/21/2012,2.2512765957
08/22/2012,2.2576041667
08/23/2012,2.24375
08/24/2012,2.2178125
08/25/2012,2.2142105263
08/26/2012,2.2587368421
08/27/2012,2.2654736842
08/28/2012,2.2460638298
08/29/2012,2.2845054945
08/30/2012,2.4967708333
08/31/2012,3.4040625
09/01/2012,3.8268421053
09/02/2012,3.3650526316
09/05/2012,4.7760416667
09/06/2012,3.5905208333
09/07/2012,3.2282291667
09/09/2012,2.96125
09/12/2012,2.3647311828
09/13/2012,2.3032291667
09/14/2012,2.2763829787
09/15/2012,2.2695833333
09/16/2012,2.245
09/17/2012,2.2916842105
09/18/2012,2.4216666667
09/19/2012,2.5863157895
09/20/2012,2.676875
09/21/2012,2.5875
09/22/2012,2.4625263158
09/23/2012,2.3269565217
09/24/2012,2.2696842105
09/25/2012,2.2758333333
09/26/2012,2.3304255319
09/27/2012,2.386
09/28/2012,2.3865263158
09/29/2012,2.3072916667
09/30/2012,2.3038947368
10/01/2012,2.3458947368
10/02/2012,2.3679569892
10/03/2012,2.375
10/04/2012,2.3612631579
10/05/2012,2.3388297872
10/06/2012,2.4085263158
10/07/2012,2.5230526316
10/08/2012,2.3476041667
10/09/2012,2.2869791667
10/10/2012,2.2821875
10/11/2012,2.2905208333
10/12/2012,2.4110638298
10/13/2012,2.5692708333
10/14/2012,2.6368421053
10/15/2012,2.7308421053
10/16/2012,2.9535416667
10/17/2012,2.9746875
10/18/2012,2.891875
10/19/2012,2.8926315789
10/20/2012,3.048125
10/22/2012,2.9765263158
10/23/2012,2.7427083333
10/24/2012,2.7684210526
10/25/2012,3.2105263158
10/26/2012,3.3232291667
10/27/2012,2.8856842105
10/28/2012,2.6641489362
10/29/2012,2.5864583333
10/30/2012,2.6407291667
10/31/2012,2.7714736842
11/01/2012,2.8917708333
11/02/2012,2.88
11/03/2012,2.7939583333
11/04/2012,2.7323958333
11/05/2012,2.6776086957
11/06/2012,2.6366666667
11/07/2012,2.6215625
11/08/2012,2.6095833333
11/09/2012,2.6294791667
11/10/2012,2.5721052632
11/11/2012,2.466
11/12/2012,2.5185416667
11/13/2012,2.7212765957
11/14/2012,3.0828125
11/15/2012,3.3067368421
11/16/2012,3.203125
11/17/2012,3.0301052632
11/18/2012,2.9819148936
11/19/2012,2.9578947368
11/20/2012,2.9497916667
11/21/2012,2.8875789474
11/22/2012,2.7384210526
11/23/2012,2.5955208333
11/24/2012,2.5061052632
11/25/2012,2.4482291667
11/26/2012,2.4321052632
11/27/2012,2.454
11/28/2012,2.5414893617
11/29/2012,2.6120833333
11/30/2012,2.6267368421
12/01/2012,2.518125
12/02/2012,2.3360638298
12/03/2012,2.024375
12/04/2012,1.7833684211
12/05/2012,1.528125
12/06/2012,1.2637894737
12/07/2012,0.9390526316
12/08/2012,0.6971875
12/09/2012,0.4870833333
12/10/2012,0.3197916667
12/11/2012,0.1489473684
12/12/2012,0.0251578947
12/13/2012,-0.0451578947
12/14/2012,-0.1111458333
12/15/2012,-0.1463541667
12/16/2012,-0.2590526316
12/17/2012,-0.3475789474
12/18/2012,-0.4288421053
12/19/2012,-0.5628125
12/20/2012,-0.7069791667
12/21/2012,-0.8758333333
12/22/2012,-0.9396703297
12/23/2012,-0.8978125
12/24/2012,-0.8368421053
12/25/2012,-0.7375
12/26/2012,-0.6271578947
12/27/2012,-0.6201041667
12/28/2012,-0.7410416667
12/29/2012,-0.888
12/30/2012,-1.0205319149
12/31/2012,-1.0680208333
01/01/2013,-0.9930526316
01/02/2013,-0.8964583333
01/03/2013,-0.8842708333
01/04/2013,-1.0196842105
01/05/2013,-1.1223404255
01/06/2013,-1.1289772727
01/09/2013,-1.0415789474
01/10/2013,-1.0425263158
01/11/2013,-0.9921875
01/12/2013,-0.9673958333
01/13/2013,-0.8914736842
01/14/2013,-0.7944210526
01/15/2013,-0.7842708333
01/16/2013,-0.8193684211
01/17/2013,-0.8301041667
01/18/2013,-0.8175
